SourceFile,DATE,TIME,REGION,PROVINCE,MUNICIPALITY,BRGYS,AFFECTED_FAM,AFFECTED_PERSONS,ECS_CUM,ECS_NOW,IDP_EC_FAM_CUM,IDP_EC_FAM_NOW,IDP_IN_EC_PERS_CUM,IDP_IN_EC_PERS_NOW,IDP_OUT_EC_FAM_CUM,IDP_OUT_EC_FAM_NOW,IDP_OUT_EC_PERS_CUM,IDP_OUT_EC_PERS_NOW,TOT_IDP_FAM_CUM,TOT_IDP_FAM_NOW,TOT_IDP_PERS_CUM,TOT_IDP_PERS_NOW,TOT_HOUSE_DAMAGED,HOUSE_TOTALLY_DAMAGED,HOUSE_PARTIALLY_DAMAGED,LATEST_INFO,CONCATENATE,REGION STD,PROVINCE STD,MUNICIPALITY STD,PCODE3,MapProvinceName
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Lezo,12,3156,14518,,,,,,,2890,3156,13294,14518,2890,3156,13294,14518,2890,768,2122,TRUE,VIAKLANLezo,REGION VI (WESTERN VISAYAS),AKLAN,LEZO,060408000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Libacao,24,6088,28005,,,,,,,5391,6088,24799,28005,5391,6088,24799,28005,4572,3122,1450,TRUE,VIAKLANLibacao,REGION VI (WESTERN VISAYAS),AKLAN,LIBACAO,060409000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Madalag,25,3950,18168,,,,,,,3850,3950,17710,18168,3850,3950,17710,18168,3564,2138,1426,TRUE,VIAKLANMadalag,REGION VI (WESTERN VISAYAS),AKLAN,MADALAG,060410000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Makato,18,5535,25461,14,0,557,0,2384,0,3739,4978,17378,23077,4296,4978,19762,23077,4296,1144,3152,TRUE,VIAKLANMakato,REGION VI (WESTERN VISAYAS),AKLAN,MAKATO,060411000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Malay,17,9959,45811,,,,,,,718,9959,3303,45811,718,9959,3303,45811,599,158,441,TRUE,VIAKLANMalay,REGION VI (WESTERN VISAYAS),AKLAN,MALAY,060412000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Malinao,23,5241,24108,1,0,7,0,37,0,5078,5234,23354,24071,5085,5234,23391,24071,5085,1126,3959,TRUE,VIAKLANMalinao,REGION VI (WESTERN VISAYAS),AKLAN,MALINAO,060413000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Nabas,20,6750,31052,,,,,,,3481,6750,16013,31052,3481,6750,16013,31052,3481,660,2821,TRUE,VIAKLANNabas,REGION VI (WESTERN VISAYAS),AKLAN,NABAS,060414000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,New Washington,16,9155,42112,,,,,,,7796,9115,35862,42112,7796,9115,35862,42112,7758,3672,4086,TRUE,VIAKLANNew Washington,REGION VI (WESTERN VISAYAS),AKLAN,NEW WASHINGTON,060415000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Numancia,17,6492,29862,,,,,,,6250,6492,28750,29862,6250,6492,28750,29862,6086,1043,5043,TRUE,VIAKLANNumancia,REGION VI (WESTERN VISAYAS),AKLAN,NUMANCIA,060416000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Tangalan,15,4408,20277,,,,,,,2776,4408,12770,20277,2776,4408,12770,20277,2765,591,2174,TRUE,VIAKLANTangalan,REGION VI (WESTERN VISAYAS),AKLAN,TANGALAN,060417000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,ANTIQUE,Anini-y,13,536,2105,5,0,536,0,2105,0,,,,,536,0,2105,0,253,16,237,TRUE,VIANTIQUEAnini-y,REGION VI (WESTERN VISAYAS),ANTIQUE,ANINI-Y,060601000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,ANTIQUE,Barbaza,39,4734,21775,2,0,4087,0,23000,0,,,,,4087,0,23000,0,4082,2500,1582,TRUE,VIANTIQUEBarbaza,REGION VI (WESTERN VISAYAS),ANTIQUE,BARBAZA,060602000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,ANTIQUE,Belison,11,2019,7899,6,0,927,0,4110,0,1092,1092,3789,3789,2019,1092,7899,3789,446,35,411,TRUE,VIANTIQUEBelison,REGION VI (WESTERN VISAYAS),ANTIQUE,BELISON,060603000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,ANTIQUE,Bugasong,27,7014,32264,5,1,4198,1,17919,7,486,2816,3020,14345,4684,2817,20939,14352,4684,1015,3669,TRUE,VIANTIQUEBugasong,REGION VI (WESTERN VISAYAS),ANTIQUE,BUGASONG,060604000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,ANTIQUE,Caluya,16,6532,30046,10,0,1776,0,8348,0,2188,4756,2308,21698,3964,4756,10656,21698,3964,735,3229,TRUE,VIANTIQUECaluya,REGION VI (WESTERN VISAYAS),ANTIQUE,CALUYA,060605000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,ANTIQUE,Culasi,44,8497,39086,4,2,6829,5,24576,25,7,,56,,6836,5,24632,25,6829,2369,4460,TRUE,VIANTIQUECulasi,REGION VI (WESTERN VISAYAS),ANTIQUE,CULASI,060606000,Err:508
